Item_FatContent,Item_Weight,Total_Sales,Outlet_Type,Rating,Outlet_Size,Outlet_LocationType,Outlet_Identifier,Item_Type,Item_Identifier,Outlet_EstablishmentYear,Item_Visibility
Regular,11.5,99.7358,SupermarketType1,3.7,Small,Tier2,OUT035,FrozenFoods,FDI40,2017,0.125579201
Regular,13.6,110.0912,SupermarketType1,3.7,Small,Tier2,OUT035,FrozenFoods,FDJ40,2017,0.049579883
Regular,14.85,160.9578,SupermarketType1,3.7,Small,Tier2,OUT035,FruitsandVegetables,FDV19,2017,0.03525037
Regular,13.8,231.5984,SupermarketType1,3.7,Small,Tier2,OUT035,SnackFoods,FDN58,2017,0.056861638
reg,8.115,157.3972,SupermarketType1,3.7,Small,Tier2,OUT035,Canned,FDL14,2017,0.032152786
LowFat,6.615,196.3426,GroceryStore,3.7,Medium,Tier3,OUT010,Dairy,FDB28,2011,0.156307983
LowFat,6.85,261.2594,GroceryStore,3.7,Medium,Tier3,OUT010,FrozenFoods,FDJ41,2011,0.03830192
LowFat,12.3,193.3162,GroceryStore,3.7,Medium,Tier3,OUT010,FrozenFoods,FDJ28,2011,0.036590807
LowFat,15.35,35.219,GroceryStore,3.7,Medium,Tier3,OUT010,FrozenFoods,FDS40,2011,0.02346559
LowFat,8.775,110.7228,GroceryStore,3.7,Medium,Tier3,OUT010,FruitsandVegetables,FDE09,2011,0.036159635
LowFat,15.2,117.6492,GroceryStore,3.7,Medium,Tier3,OUT010,HealthandHygiene,NCX05,2011,0.162462044
LowFat,16.5,178.7318,GroceryStore,3.7,Medium,Tier3,OUT010,Household,NCA54,2011,0.061330521
LowFat,19.2,196.211,GroceryStore,3.7,High,Tier3,OUT010,Household,NCB07,2011,0.129731747
LowFat,9.6,258.362,GroceryStore,3.7,High,Tier3,OUT010,SnackFoods,FDK46,2011,0.086145867
LowFat,12.1,146.6734,GroceryStore,3.7,High,Tier3,OUT010,SnackFoods,FDV09,2011,0.034427577
Regular,12.35,47.8692,GroceryStore,3.7,High,Tier3,OUT010,Dairy,FDJ03,2011,0.121174241
Regular,16.7,120.3782,GroceryStore,3.7,High,Tier3,OUT010,Dairy,FDU26,2011,0.071335395
Regular,10.195,119.1808,GroceryStore,3.7,High,Tier3,OUT010,FruitsandVegetables,FDO56,2011,0.075291577
Regular,12.15,182.295,GroceryStore,3.7,High,Tier3,OUT010,Meat,FDT15,2011,0.071440118
lowfat,9.3,195.0136,GroceryStore,3.7,Small,Tier3,OUT010,BakingGoods,FDB60,2011,0.04774013
LowFat,19.7,179.166,SupermarketType1,3.7,High,Tier3,OUT013,BakingGoods,FDO36,2000,0.077849003
LowFat,7.5,123.4072,SupermarketType1,3.7,High,Tier3,OUT013,Canned,FDT25,2000,0.050708743
LowFat,8.71,46.5376,SupermarketType1,3.7,High,Tier3,OUT013,Canned,FDR49,2000,0
LowFat,17,247.4434,SupermarketType1,3.7,High,Tier3,OUT013,FrozenFoods,FDQ52,2000,0.119285634
LowFat,18.7,121.4072,SupermarketType1,3.7,High,Tier3,OUT013,FrozenFoods,FDI52,2000,0.104591027
LowFat,9.3,88.5172,SupermarketType1,3.7,High,Tier3,OUT013,FruitsandVegetables,FDX44,2000,0.042930789
LowFat,14.7,47.5034,SupermarketType1,3.7,High,Tier3,OUT013,FruitsandVegetables,FDG57,2000,0.072238195
LowFat,8.76,126.7336,SupermarketType1,3.7,High,Tier3,OUT013,HealthandHygiene,NCB54,2000,0.050011058
LowFat,10.1,196.5084,SupermarketType1,3.7,High,Tier3,OUT013,HealthandHygiene,NCR05,2000,0.054585372
LowFat,13.15,159.5604,SupermarketType1,3.7,High,Tier3,OUT013,Household,NCH07,2000,0.092589917
LowFat,18.85,246.7144,SupermarketType1,3.7,High,Tier3,OUT013,Household,NCL42,2000,0.040338009
LowFat,19.5,181.8608,SupermarketType1,3.7,High,Tier3,OUT013,Household,NCO30,2000,0.015711807
LowFat,19.6,103.1964,SupermarketType1,3.7,High,Tier3,OUT013,Household,NCC07,2000,0.023931217
LowFat,11.65,111.686,SupermarketType1,3.7,High,Tier3,OUT013,Seafood,FDK45,2000,0.033830011
LowFat,12.6,208.9612,SupermarketType1,3.7,High,Tier3,OUT013,SnackFoods,FDI22,2000,0.096132367
LowFat,19,107.6622,SupermarketType1,3.7,High,Tier3,OUT013,SnackFoods,FDP10,2000,0.127983545
LowFat,4.59,113.286,SupermarketType1,3.7,High,Tier3,OUT013,SoftDrinks,DRE12,2000,0.070721656
LowFat,6.865,129.9652,SupermarketType1,3.7,High,Tier3,OUT013,SoftDrinks,DRJ49,2000,0
Regular,6.55,156.5288,SupermarketType1,3.7,High,Tier3,OUT013,Breads,FDX47,2000,0.034575546
Regular,18.5,144.9102,SupermarketType1,3.7,High,Tier3,OUT013,Dairy,FDA03,2000,0.045425939
Regular,6.11,43.0086,SupermarketType1,3.7,High,Tier3,OUT013,SoftDrinks,DRM49,2000,0.151827552
Regular,7.6,171.3448,SupermarketType1,3.7,High,Tier3,OUT013,StarchyFoods,FDD47,2000,0.142292265
lowfat,13,46.306,SupermarketType1,3.7,High,Tier3,OUT013,Household,NCD06,2000,0.099242622
reg,11.6,240.6222,SupermarketType1,3.7,High,Tier3,OUT013,Dairy,FDZ26,2000,0.143897558
LF,19.7,55.093,SupermarketType2,3.7,Medium,Tier3,OUT018,FruitsandVegetables,FDA44,2022,0.053439522
LowFat,18.7,85.3566,SupermarketType2,3.7,Medium,Tier3,OUT018,Dairy,FDT38,2022,0.057771828
LowFat,17.25,40.8822,SupermarketType2,3.7,Medium,Tier3,OUT018,FrozenFoods,FDT04,2022,0
LowFat,18.25,224.1062,SupermarketType2,3.7,Medium,Tier3,OUT018,FrozenFoods,FDK52,2022,0
LowFat,12.35,113.6518,SupermarketType2,3.7,Medium,Tier3,OUT018,FruitsandVegetables,FDS07,2022,0.100164204
LowFat,16.35,196.3426,SupermarketType2,3.7,Medium,Tier3,OUT018,FruitsandVegetables,FDF32,2022,0
LowFat,14.35,110.3228,SupermarketType2,3.7,Medium,Tier3,OUT018,HealthandHygiene,NCV41,2022,0.017108186
LowFat,13.5,160.692,SupermarketType2,3.7,Medium,Tier3,OUT018,Household,NCH54,2022,0.072965144
LowFat,7.26,118.115,SupermarketType2,3.7,Medium,Tier3,OUT018,Meat,FDJ07,2022,0.014482278
LowFat,17.85,153.6682,SupermarketType2,3.7,Medium,Tier3,OUT018,Meat,FDL15,2022,0.046824729
LowFat,9.395,85.1908,SupermarketType2,3.7,Medium,Tier3,OUT018,Others,NCM07,2022,0.040124625
LowFat,19.85,196.0768,SupermarketType2,3.7,Medium,Tier3,OUT018,Seafood,FDI57,2022,0.054245722
LowFat,20.35,122.7072,SupermarketType2,3.7,Medium,Tier3,OUT018,SnackFoods,FDA10,2022,0.142393712
LowFat,20.35,117.3466,SupermarketType2,3.7,Medium,Tier3,OUT018,SnackFoods,FDL46,2022,0.054277132
LowFat,7.435,206.1638,SupermarketType2,3.7,Medium,Tier3,OUT018,StarchyFoods,FDC35,2022,0.123338082
Regular,12.5,196.9426,SupermarketType2,3.7,Medium,Tier3,OUT018,BakingGoods,FDI36,2022,0.062597392
Regular,4.805,126.2704,SupermarketType2,3.7,Medium,Tier3,OUT018,Dairy,FDW02,2022,0.037852995
Regular,20,125.8678,SupermarketType2,3.7,Medium,Tier3,OUT018,FrozenFoods,FDZ28,2022,0.051702257
Regular,14.3,89.8856,SupermarketType2,3.7,Medium,Tier3,OUT018,FruitsandVegetables,FDF08,2022,0
lowfat,10,264.7226,SupermarketType2,3.7,Medium,Tier3,OUT018,Canned,FDV49,2022,0.025932408
reg,8.77,173.8422,SupermarketType2,3.7,Medium,Tier3,OUT018,FruitsandVegetables,FDU19,2022,0.046962004
LowFat,,109.1886,SupermarketType3,3.7,Medium,Tier3,OUT027,FrozenFoods,FDZ52,1998,0.099589909
LowFat,,158.0604,SupermarketType3,3.7,Medium,Tier3,OUT027,Household,NCA42,1998,0.028410335
LowFat,,211.9218,SupermarketType3,3.7,Medium,Tier3,OUT027,Household,NCQ50,1998,0.034141213
LowFat,,58.3562,SupermarketType3,3.7,Medium,Tier3,OUT027,Meat,FDU39,1998,0.035863436
LowFat,,64.551,SupermarketType3,3.7,Medium,Tier3,OUT027,SnackFoods,FDF58,1998,0.009534758
LowFat,,186.6582,SupermarketType3,3.7,Medium,Tier3,OUT027,SnackFoods,FDH34,1998,0.030944666
LowFat,,120.044,SupermarketType3,3.7,Medium,Tier3,OUT027,SnackFoods,FDK57,1998,0.079904068
LowFat,,215.1218,SupermarketType3,3.7,Medium,Tier3,OUT027,SnackFoods,FDM10,1998,0.075603699
LowFat,,40.9822,SupermarketType3,3.7,Medium,Tier3,OUT027,SnackFoods,FDQ22,1998,0.029595637
LowFat,,173.1422,SupermarketType3,3.7,Medium,Tier3,OUT027,SoftDrinks,DRI01,1998,0.034286109
Regular,,75.9328,SupermarketType3,3.7,Medium,Tier3,OUT027,BakingGoods,FDT24,1998,0
Regular,,95.9068,SupermarketType3,3.7,Medium,Tier3,OUT027,Breads,FDT47,1998,0.02439015
Regular,,193.6162,SupermarketType3,3.7,Medium,Tier3,OUT027,Dairy,FDD40,1998,0.014721719
Regular,,60.5536,SupermarketType3,3.7,Medium,Tier3,OUT027,FruitsandVegetables,FDG56,1998,0.071106549
Regular,,185.3608,SupermarketType3,3.7,Medium,Tier3,OUT027,SnackFoods,FDQ45,1998,0.010864186
Regular,,48.4692,SupermarketType3,3.7,Medium,Tier3,OUT027,SoftDrinks,DRC01,1998,0.019107027
Regular,,81.896,SupermarketType3,3.7,Medium,Tier3,OUT027,StarchyFoods,FDD59,1998,0.065860323
Regular,13.65,57.6588,SupermarketType1,3.6,High,Tier3,OUT013,SnackFoods,FDO10,2000,0.012741089
LowFat,7.855,189.6188,SupermarketType1,3.6,Small,Tier2,OUT017,Canned,FDG02,2020,0.011324862
Regular,17.1,141.1838,SupermarketType1,3.6,High,Tier3,OUT013,Canned,FDH14,2000,0.0467696
Regular,6.635,121.3098,SupermarketType1,3.6,Small,Tier2,OUT045,BakingGoods,FDG12,2015,0
LowFat,8.02,154.5972,SupermarketType1,3.6,Small,Tier2,OUT035,Household,NCC31,2017,0.019866705
LowFat,12.6,61.9194,SupermarketType2,3.6,Medium,Tier3,OUT018,Breads,FDW11,2022,0.0489808
Regular,,62.9194,SupermarketType3,3.6,Medium,Tier3,OUT027,Dairy,FDE40,1998,0.098663652
Regular,,170.4764,SupermarketType3,3.6,Medium,Tier3,OUT027,Seafood,FDG33,1998,0.13956116
LowFat,6.48,148.0076,SupermarketType1,3.6,Small,Tier2,OUT045,SnackFoods,FDA33,2015,0.033968647
LF,18.1,155.5288,SupermarketType1,3.6,Small,Tier2,OUT017,Dairy,FDC15,2020,0.178975721
Regular,16.75,39.3822,SupermarketType1,3.6,Small,Tier1,OUT046,SoftDrinks,DRB48,2010,0
lowfat,7.445,76.8354,SupermarketType1,3.6,Small,Tier1,OUT046,BakingGoods,FDK48,2010,0
reg,15.1,42.8796,SupermarketType1,3.6,Small,Tier2,OUT035,FruitsandVegetables,FDH45,2017,0.105646853
Regular,9.695,222.9114,SupermarketType1,3.6,Medium,Tier1,OUT049,SnackFoods,FDW22,2012,0.03033748
Regular,6.175,95.2752,SupermarketType2,3.6,Medium,Tier3,OUT018,Meat,FDO27,2022,0.179806961
Regular,,86.9514,SupermarketType3,3.6,Medium,Tier3,OUT027,SnackFoods,FDS33,1998,0.122830885
LowFat,19.6,252.2698,SupermarketType1,3.6,High,Tier3,OUT013,Household,NCZ06,2000,0.094083303
Regular,16.2,178.437,SupermarketType1,3.6,Medium,Tier2,OUT045,FrozenFoods,FDA52,2015,0.128682722
Regular,10.8,41.5138,SupermarketType2,3.6,Medium,Tier3,OUT018,BakingGoods,FDM60,2022,0.048339408
Regular,13.65,58.3588,GroceryStore,3.6,Medium,Tier3,OUT010,SnackFoods,FDO10,2011,0.021343732
LF,13.3,119.8124,SupermarketType1,3.6,Medium,Tier1,OUT049,BakingGoods,FDD36,2012,0.021306635
LowFat,13.35,228.6352,SupermarketType1,3.6,Medium,Tier1,OUT049,Dairy,FDU02,2012,0.102670882
LowFat,6.055,158.7578,SupermarketType1,3.6,Medium,Tier1,OUT049,FruitsandVegetables,FDB08,2012,0.031151714
LowFat,16.6,172.0422,SupermarketType1,3.6,Medium,Tier1,OUT049,HardDrinks,DRM23,2012,0.135944247
LowFat,12.1,166.0526,SupermarketType1,3.6,Medium,Tier1,OUT049,Household,NCD31,2012,0.01545846
Regular,13,196.0426,SupermarketType1,3.6,Medium,Tier1,OUT049,Canned,FDV37,2012,0.083643716
Regular,13.6,156.4946,SupermarketType1,3.6,Medium,Tier1,OUT049,FruitsandVegetables,FDT55,2012,0
LowFat,,47.106,GroceryStore,3.6,Small,Tier1,OUT019,FrozenFoods,FDL16,1998,0.294939214
LowFat,,148.0392,GroceryStore,3.6,Small,Tier1,OUT019,HardDrinks,DRK11,1998,0.018847114
LowFat,,153.934,GroceryStore,3.6,Small,Tier1,OUT019,Others,NCM26,1998,0.040520754
LowFat,,227.5352,GroceryStore,3.6,Small,Tier1,OUT019,SnackFoods,FDK09,1998,0.160665697
LowFat,,52.1008,GroceryStore,3.6,Small,Tier1,OUT019,SnackFoods,FDT46,1998,0.053939315
Regular,,41.548,GroceryStore,3.6,Small,Tier1,OUT019,Canned,FDP13,1998,0.235183205
Regular,,230.5352,GroceryStore,3.6,Small,Tier1,OUT019,Meat,FDO03,1998,0.064577332
Regular,,262.891,GroceryStore,3.6,Small,Tier1,OUT019,SnackFoods,FDO09,1998,0
LF,7.5,235.9906,SupermarketType1,3.6,Small,Tier1,OUT046,FrozenFoods,FDD17,2010,0.032626952
LF,10.65,54.0272,SupermarketType1,3.6,Small,Tier1,OUT046,FruitsandVegetables,FDC20,2010,0.023971463
LF,18.35,224.5746,SupermarketType1,3.6,Small,Tier1,OUT046,Household,NCI18,2010,0.014024028
LowFat,8.5,52.5324,SupermarketType1,3.6,Small,Tier1,OUT046,Canned,FDW13,2010,0.097884718
LowFat,16.25,98.341,SupermarketType1,3.6,Small,Tier1,OUT046,Dairy,FDA50,2010,0.087175137
LowFat,16.35,51.2324,SupermarketType1,3.6,Small,Tier1,OUT046,FruitsandVegetables,FDT43,2010,0.020547951
LowFat,18.1,96.0094,SupermarketType1,3.6,Small,Tier1,OUT046,FruitsandVegetables,FDD57,2010,0.022399592
LowFat,6.385,108.9596,SupermarketType1,3.6,Small,Tier1,OUT046,HardDrinks,DRG11,2010,0
LowFat,14.6,199.9084,SupermarketType1,3.6,Small,Tier1,OUT046,Household,NCB30,2010,0.025702994
LowFat,20.2,151.634,SupermarketType1,3.6,Small,Tier1,OUT046,Household,NCR50,2010,0.011820087
LowFat,7.05,111.1912,SupermarketType1,3.6,Small,Tier1,OUT046,SnackFoods,FDX21,2010,0.084966021
LowFat,11.1,174.2054,SupermarketType1,3.6,Small,Tier1,OUT046,SnackFoods,FDJ46,2010,0.044823438
LowFat,16.75,156.163,SupermarketType1,3.6,Small,Tier1,OUT046,SnackFoods,FDX45,2010,0
Regular,6.575,146.4444,SupermarketType1,3.6,Small,Tier1,OUT046,Breads,FDN23,2010,0.075507758
Regular,20.7,118.0466,SupermarketType1,3.6,Small,Tier1,OUT046,FrozenFoods,FDV52,2010,0.12152072
Regular,15.1,221.8456,SupermarketType1,3.6,Small,Tier1,OUT046,FruitsandVegetables,FDQ07,2010,0.087406863
Regular,17.1,209.0638,SupermarketType1,3.6,Small,Tier1,OUT046,FruitsandVegetables,FDX56,2010,0.074059474
lowfat,12.5,170.8448,SupermarketType1,3.6,Small,Tier1,OUT046,Household,NCE43,2010,0.103442268
LF,9.1,115.4518,SupermarketType1,3.6,Medium,Tier2,OUT017,Household,NCD07,2020,0
LowFat,7.725,250.2092,SupermarketType1,3.6,Medium,Tier2,OUT045,Canned,FDX13,2015,0.047879864
LowFat,20.7,178.3028,SupermarketType1,3.6,Medium,Tier2,OUT045,Dairy,FDR26,2015,0.042923652
LowFat,19.35,120.9098,SupermarketType1,3.6,Medium,Tier2,OUT045,FrozenFoods,FDD05,2015,0.016645164
LowFat,8.325,41.6138,SupermarketType1,3.6,Medium,Tier2,OUT045,FruitsandVegetables,FDQ20,2015,0.029845243
LowFat,8.6,140.9154,SupermarketType1,3.6,Small,Tier2,OUT045,HealthandHygiene,NCI29,2015,0.032687702
LowFat,14.65,55.6614,SupermarketType1,3.6,Small,Tier2,OUT045,Others,NCP55,2015,0.011212719
LowFat,9.5,251.9724,SupermarketType1,3.6,Small,Tier2,OUT045,SnackFoods,FDI46,2015,0.074496043
LowFat,16.5,91.0146,SupermarketType1,3.6,Small,Tier2,OUT045,SnackFoods,FDI33,2015,0.028476451
LowFat,20.75,151.9024,SupermarketType1,3.6,Small,Tier2,OUT045,SoftDrinks,DRE49,2015,0.021293097
LowFat,16.2,102.499,SupermarketType1,3.6,Small,Tier2,OUT017,Canned,FDF02,2020,0.104058452
LowFat,19.6,151.7024,SupermarketType1,3.6,Small,Tier2,OUT017,HealthandHygiene,NCP05,2020,0.025429614
LowFat,5.21,257.8962,SupermarketType1,3.6,Small,Tier2,OUT017,Household,NCW30,2020,0.011072173
LowFat,12.6,174.5054,SupermarketType1,3.6,Small,Tier2,OUT017,Household,NCL54,2020,0.083221904
LowFat,17.35,176.7712,SupermarketType1,3.6,High,Tier2,OUT017,Household,NCF42,2020,0.168329848
LowFat,20.5,39.3822,SupermarketType1,3.6,High,Tier2,OUT017,Household,NCP30,2020,0.032954044
LowFat,5.5,100.0016,SupermarketType1,3.6,High,Tier2,OUT017,Others,NCO43,2020,0.047364617
LowFat,17.7,184.0266,SupermarketType1,3.6,High,Tier2,OUT017,SnackFoods,FDC46,2020,0.117201696
Regular,13.85,234.93,SupermarketType1,3.6,High,Tier2,OUT045,Breakfast,FDL13,2015,0.056432784
Regular,9.195,85.9566,SupermarketType1,3.6,High,Tier2,OUT045,FrozenFoods,FDE41,2015,0.064143995
Regular,15.1,133.4942,SupermarketType1,3.6,High,Tier2,OUT045,Meat,FDR27,2015,0.096295326
Regular,15.85,39.348,SupermarketType1,3.6,High,Tier2,OUT045,SnackFoods,FDL21,2015,0.007160908
Regular,6.035,184.424,SupermarketType1,3.6,High,Tier2,OUT017,BakingGoods,FDZ36,2020,0.066155883
Regular,8.315,144.3444,SupermarketType1,3.6,High,Tier2,OUT017,BakingGoods,FDW12,2020,0.035773394
Regular,11.6,168.3474,SupermarketType1,3.6,High,Tier2,OUT017,Breakfast,FDK25,2020,0.157718931
Regular,20.5,194.1478,SupermarketType1,3.6,Medium,Tier2,OUT017,FruitsandVegetables,FDP08,2020,0.113045883
Regular,11.8,152.4366,SupermarketType1,3.6,Medium,Tier2,OUT017,Meat,FDM15,2020,0.057746382
lowfat,10.8,240.3564,SupermarketType1,3.6,Medium,Tier2,OUT045,SoftDrinks,DRF60,2015,0.052174319
lowfat,13.15,181.295,SupermarketType1,3.6,Medium,Tier2,OUT017,SnackFoods,FDX58,2020,0.044011225
LowFat,15.85,218.7166,SupermarketType1,3.6,Small,Tier2,OUT035,Breads,FDP11,2017,0.069087481
LowFat,13.8,57.493,SupermarketType1,3.6,Small,Tier2,OUT035,Dairy,DRI39,2017,0.097043739
LowFat,17.5,256.4304,SupermarketType1,3.6,Small,Tier2,OUT035,FrozenFoods,FDF04,2017,0.013634468
LowFat,5.98,148.2418,SupermarketType1,3.6,Small,Tier2,OUT035,FruitsandVegetables,FDY31,2017,0.043554614
LowFat,18.2,37.819,SupermarketType1,3.6,Small,Tier2,OUT035,FruitsandVegetables,FDR43,2017,0.161458973
LowFat,16.6,176.6344,SupermarketType1,3.6,Small,Tier2,OUT035,Household,NCC30,2017,0.027573983
LowFat,12.85,172.0422,SupermarketType1,3.6,Small,Tier2,OUT035,SnackFoods,FDQ10,2017,0.033172957
LowFat,16.85,91.0488,SupermarketType1,3.6,Small,Tier2,OUT035,SnackFoods,FDL22,2017,0.036383293
LowFat,17.25,162.5526,SupermarketType1,3.6,Small,Tier2,OUT035,SoftDrinks,DRG13,2017,0.03717912
Regular,9.195,52.0666,SupermarketType1,3.6,Small,Tier2,OUT035,FrozenFoods,FDM04,2017,0.0471117
Regular,11.3,260.8962,SupermarketType1,3.6,Small,Tier2,OUT035,FrozenFoods,FDA04,2017,0.066717378
LowFat,9.3,143.0786,GroceryStore,3.6,Medium,Tier3,OUT010,Canned,FDE26,2011,0.14897741
LowFat,7.52,128.7994,GroceryStore,3.6,Medium,Tier3,OUT010,FruitsandVegetables,FDA19,2011,0.092272132
LowFat,5.82,170.579,GroceryStore,3.6,Medium,Tier3,OUT010,Household,NCJ30,2011,0.134975628
LowFat,18.35,191.9504,GroceryStore,3.6,Medium,Tier3,OUT010,Household,NCF18,2011,0.148938624
LowFat,11.6,143.0154,GroceryStore,3.6,High,Tier3,OUT010,SoftDrinks,DRA12,2011,0.068535039
Regular,9.8,248.5408,GroceryStore,3.6,High,Tier3,OUT010,Meat,FDN03,2011,0.025257508
Regular,14.85,157.563,GroceryStore,3.6,Small,Tier3,OUT010,SnackFoods,FDV22,2011,0.016635488
LF,20.6,148.4392,SupermarketType1,3.6,High,Tier3,OUT013,HealthandHygiene,NCA17,2000,0.045380404
LowFat,10.1,50.9008,SupermarketType1,3.6,High,Tier3,OUT013,Canned,FDP38,2000,0.032075379
LowFat,18.85,168.4132,SupermarketType1,3.6,High,Tier3,OUT013,Canned,FDD50,2000,0.141524348
LowFat,16.25,96.041,SupermarketType1,3.6,High,Tier3,OUT013,Dairy,FDA50,2000,0.087102593
LowFat,7.365,228.372,SupermarketType1,3.6,High,Tier3,OUT013,FruitsandVegetables,FDX20,2000,0.042524835
LowFat,9.21,120.8414,SupermarketType1,3.6,High,Tier3,OUT013,FruitsandVegetables,FDA56,2000,0.008757492
LowFat,17.75,158.1262,SupermarketType1,3.6,High,Tier3,OUT013,FruitsandVegetables,FDB33,2000,0.014568036
LowFat,18.25,162.8894,SupermarketType1,3.6,High,Tier3,OUT013,FruitsandVegetables,FDL44,2000,0.012264903
LowFat,14.65,55.2614,SupermarketType1,3.6,High,Tier3,OUT013,HardDrinks,DRH23,2000,0.170176516
LowFat,5.615,123.473,SupermarketType1,3.6,High,Tier3,OUT013,HealthandHygiene,NCK29,2000,0.12566436
LowFat,12.15,122.173,SupermarketType1,3.6,High,Tier3,OUT013,Others,NCN43,2000,0.006754117
LowFat,12.65,114.1202,SupermarketType1,3.6,High,Tier3,OUT013,Others,NCM19,2000,0.047197936
LowFat,15,229.9694,SupermarketType1,3.6,High,Tier3,OUT013,SnackFoods,FDC47,2000,0.118791698
LowFat,17.6,161.5552,SupermarketType1,3.6,High,Tier3,OUT013,SnackFoods,FDR10,2000,0.010031539
Regular,10.395,52.3008,SupermarketType1,3.6,High,Tier3,OUT013,BakingGoods,FDP36,2000,0.091096531
Regular,13.65,197.1426,SupermarketType1,3.6,High,Tier3,OUT013,FrozenFoods,FDI04,2000,0.072851756
Regular,19.25,85.2908,SupermarketType1,3.6,High,Tier3,OUT013,FrozenFoods,FDU16,2000,0.058226609
Regular,13.3,61.0536,SupermarketType1,3.6,High,Tier3,OUT013,FruitsandVegetables,FDG56,2000,0.0713931
Regular,14.3,88.4856,SupermarketType1,3.6,High,Tier3,OUT013,FruitsandVegetables,FDF08,2000,0.065153295
LF,17.7,127.3678,SupermarketType2,3.6,Medium,Tier3,OUT018,Household,NCM54,2022,0.051146565
LF,11.5,126.0704,SupermarketType2,3.6,Medium,Tier3,OUT018,SnackFoods,FDV21,2022,0.171779865
LowFat,9.1,127.2362,SupermarketType2,3.6,Medium,Tier3,OUT018,BakingGoods,FDS12,2022,0.174827835
LowFat,17.85,148.005,SupermarketType2,3.6,Medium,Tier3,OUT018,FrozenFoods,FDX16,2022,0
LowFat,20.5,88.183,SupermarketType2,3.6,Medium,Tier3,OUT018,FruitsandVegetables,FDM32,2022,0.020688969
LowFat,7.475,153.9656,SupermarketType2,3.6,Medium,Tier3,OUT018,Household,NCM06,2022,0.076036381
LowFat,8.895,113.3544,SupermarketType2,3.6,Medium,Tier3,OUT018,Household,NCN18,2022,0.125222705
LowFat,9,102.0016,SupermarketType2,3.6,Medium,Tier3,OUT018,Household,NCF07,2022,0.032152981
LowFat,20.2,188.6898,SupermarketType2,3.6,Medium,Tier3,OUT018,Household,NCB43,2022,0.100319317
LowFat,10.3,102.3648,SupermarketType2,3.6,Medium,Tier3,OUT018,Meat,FDV15,2022,0.146767897
LowFat,6.195,120.6098,SupermarketType2,3.6,Medium,Tier3,OUT018,SnackFoods,FDX34,2022,0.072278769
LowFat,11.8,185.3924,SupermarketType2,3.6,Medium,Tier3,OUT018,SoftDrinks,DRJ24,2022,0.113790879
Regular,10.695,121.844,SupermarketType2,3.6,Medium,Tier3,OUT018,Dairy,FDT14,2022,0.128247408
Regular,7.59,172.808,SupermarketType2,3.6,Medium,Tier3,OUT018,FruitsandVegetables,FDT19,2022,0.145631695
Regular,10.65,231.4668,SupermarketType2,3.6,Medium,Tier3,OUT018,SnackFoods,FDI34,2022,0.085482761
LowFat,,89.1856,SupermarketType3,3.6,Medium,Tier3,OUT027,Dairy,DRH51,1998,0
LowFat,,192.9504,SupermarketType3,3.6,Medium,Tier3,OUT027,Dairy,FDU38,1998,0.082150145
LowFat,,94.8778,SupermarketType3,3.6,Medium,Tier3,OUT027,FruitsandVegetables,FDB32,1998,0.023339367
LowFat,,178.437,SupermarketType3,3.6,Medium,Tier3,OUT027,FruitsandVegetables,FDS08,1998,0.056685383
LowFat,,151.2682,SupermarketType3,3.6,Medium,Tier3,OUT027,HardDrinks,DRG23,1998,0.086360962
LowFat,,164.1184,SupermarketType3,3.6,Medium,Tier3,OUT027,Household,NCK18,1998,0.006665667
LowFat,,151.0392,SupermarketType3,3.6,Medium,Tier3,OUT027,Household,NCT42,1998,0.024766802
LowFat,,62.351,SupermarketType3,3.6,Medium,Tier3,OUT027,Household,NCV30,1998,0.065612808
Regular,,46.8034,SupermarketType3,3.6,Medium,Tier3,OUT027,BakingGoods,FDL48,1998,0.08186804
Regular,,143.5786,SupermarketType3,3.6,Medium,Tier3,OUT027,Dairy,FDA02,1998,0.029578726
Regular,,226.7694,SupermarketType3,3.6,Medium,Tier3,OUT027,FruitsandVegetables,FDR32,1998,0.085392428
Regular,,103.499,SupermarketType3,3.6,Medium,Tier3,OUT027,Meat,FDZ39,1998,0.017937483
Regular,,63.9168,SupermarketType3,3.6,Medium,Tier3,OUT027,SnackFoods,FDI21,1998,0.056328717
Regular,,187.3872,SupermarketType3,3.6,Medium,Tier3,OUT027,SnackFoods,FDO46,1998,0.014143673
Regular,,98.8358,SupermarketType3,3.6,Medium,Tier3,OUT027,SnackFoods,FDW21,1998,0.005935001
reg,,52.564,SupermarketType3,3.6,Medium,Tier3,OUT027,FrozenFoods,FDI16,1998,0.135118202
Regular,16.2,96.9726,SupermarketType1,3.5,Small,Tier2,OUT045,FrozenFoods,FDH17,2015,0.016687114
Regular,7.645,42.3112,SupermarketType1,3.5,Small,Tier2,OUT035,SnackFoods,FDV10,2017,0.066693437
LowFat,10,246.9144,SupermarketType2,3.5,Medium,Tier3,OUT018,FruitsandVegetables,FDM20,2022,0
LowFat,18.25,164.7526,SupermarketType1,3.5,Small,Tier2,OUT045,StarchyFoods,FDH35,2015,0
Regular,13.65,197.6426,SupermarketType2,3.5,Medium,Tier3,OUT018,FrozenFoods,FDI04,2022,0.073209447
LowFat,13,45.406,SupermarketType1,3.5,Small,Tier1,OUT046,Household,NCD06,2010,0.099325278
Regular,12.3,92.9804,SupermarketType1,3.5,High,Tier3,OUT013,StarchyFoods,FDB35,2000,0.064565202
